food_no,category,food,measure,weight_g,water_pct,calories,protein_g,total_fat_g,sat_fat_g,mono_fat_g,poly_fat_g,cholesterol_mg,carbohydrate_g,fiber_g,calcium_mg,iron_mg,potassium_mg,sodium_mg,vit_a_iu,vit_a_re,thiamin_mg,riboflavin_mg,niacin_mg,vit_c_mg
854,Hot dog,"Roast beef sandwich, plain",1 sandwich,139,49,346,22,14,3.6,6.8,1.7,51,33,NA,54,4.2,316,792,210,21,0.38,0.31,5.9,2
855,Hot dog,"Salad, tossed, with chicken, no dressing",1 cups,218,87,105,17,2,0.6,0.7,0.6,72,4,NA,37,1.1,447,209,935,96,0.11,0.13,5.9,17
856,Hot dog,"Salad, tossed, with egg, cheese, no dressing",1 cups,217,90,102,9,6,3.0,1.8,0.5,98,5,NA,100,0.7,371,119,822,115,0.09,0.17,1.0,10
857,Shake,Chocolate,16 fl oz,333,72,423,11,12,7.7,3.6,0.5,43,68,2.7,376,1.0,666,323,310,77,0.19,0.82,0.5,1
858,Shake,Vanilla,16 fl oz,333,75,370,12,10,6.2,2.9,0.4,37,60,1.3,406,0.3,579,273,433,107,0.15,0.61,0.6,3
859,Shake,"Shrimp, breaded and fried",6-8 shrimp,164,48,454,19,25,5.4,17.4,0.6,200,40,NA,84,3.0,184,1446,120,36,0.21,0.90,0.0,0
860,Shake,"Cold cuts (with lettuce, cheese, salami, ham, tomato, onion)",1 sandwich,228,58,456,22,19,6.8,8.2,2.3,36,51,NA,189,2.5,394,1651,424,80,1.00,0.80,5.5,12
861,Shake,"Roast beef (with tomato, lettuce, mayo)",1 sandwich,216,59,410,29,13,7.1,1.8,2.6,73,44,NA,41,2.8,330,845,413,50,0.41,0.41,6.0,6
862,Shake,"Tuna salad (with mayo, lettuce)",1 sandwich,256,54,584,30,28,5.3,13.4,7.3,49,55,NA,74,2.6,335,1293,187,41,0.46,0.33,11.3,4
863,Shake,"Taco, beef",1 small,171,58,369,21,21,11.4,6.6,1.0,56,27,NA,221,2.4,474,802,855,147,0.15,0.44,3.2,2
864,Shake,,1 large,263,58,568,32,32,17.5,10.1,1.5,87,41,NA,339,3.7,729,1233,1315,226,0.24,0.68,4.9,3
865,Shake,"Taco salad (with ground beef, cheese, taco shell)",1 cups,198,72,279,13,15,6.8,5.2,1.7,44,24,NA,192,2.3,416,762,588,77,0.10,0.36,2.5,4
866,"Tostada (with cheese, tomato,",With beans and beef,1 tostada,225,70,333,16,17,11.5,3.5,0.6,74,30,NA,189,2.5,491,871,1276,173,0.09,0.50,2.9,4
867,"Tostada (with cheese, tomato,",With guacamole,1 tostada,131,73,181,6,12,5.0,4.3,1.5,20,16,NA,212,0.8,326,401,879,109,0.07,0.29,1.0,2
868,Batter dipped,"Breast, breast (5.6 oz with bones)",breast,140,52,364,35,18,4.9,7.6,4.3,119,13,0.4,28,1.8,281,385,94,28,0.16,0.20,14.7,0
869,Batter dipped,Drumstick (3.4 oz with bones),1 drumstick,72,53,193,16,11,3.0,4.6,2.7,62,6,0.2,12,1.0,134,194,62,19,0.08,0.15,3.7,0
870,Batter dipped,Thigh,1 thigh,86,52,238,19,14,3.8,5.8,3.4,80,8,0.3,15,1.2,165,248,82,25,0.10,0.20,4.9,0
871,Batter dipped,Wing,1 wing,49,46,159,10,11,2.9,4.4,2.5,39,5,0.1,10,0.6,68,157,55,17,0.05,0.07,2.6,0
872,Flour coated,"Breast, breast (4.2 oz with bones)",breast,98,57,218,31,9,2.4,3.4,1.9,87,2,0.1,16,1.2,254,74,49,15,0.08,0.13,13.5,0
873,Flour coated,Drumstick (2.6 oz with bones),1 drumstick,49,57,120,13,7,1.8,2.7,1.6,44,1,Tr,6,0.7,112,44,41,12,0.04,0.11,3.0,0
874,"Fried, meat only",Dark meat,3 oz,85,56,203,25,10,2.7,3.7,2.4,82,2,0.0,15,1.3,215,82,67,20,0.08,0.21,6.0,0
875,"Fried, meat only",Light meat,3 oz,85,60,163,28,5,1.3,1.7,1.1,77,Tr,0.0,14,1.0,224,69,26,8,0.06,0.11,11.4,0
876,"Roasted, meat only","Breast, breast (4.2 oz with bone and skin)",breast,86,65,142,27,3,0.9,1.1,0.7,73,0,0.0,13,0.9,220,64,18,5,0.06,0.10,11.8,0
877,"Roasted, meat only",Drumstick (2.9 oz with bone and skin),1 drumstick,44,67,76,12,2,0.7,0.8,0.6,41,0,0.0,5,0.6,108,42,26,8,0.03,0.10,2.7,0
878,"Roasted, meat only",Thigh,1 thigh,52,63,109,13,6,1.6,2.2,1.3,49,0,0.0,6,0.7,124,46,34,10,0.04,0.12,3.4,0
879,"Roasted, meat only","Stewed, meat only, light and dark meat, chopped or diced",1 cup,140,56,332,43,17,4.3,5.7,4.0,116,0,0.0,18,2.0,283,109,157,46,0.16,0.39,9.0,0
880,"Roasted, meat only","Chicken giblets, simmered, chopped",1 cup,145,68,228,37,7,2.2,1.7,1.6,570,1,0.0,17,9.3,229,84,10775,3232,0.13,1.38,5.9,12
881,"Roasted, meat only","Chicken liver, simmered",1 liver,20,68,31,5,1,0.4,0.3,0.2,126,Tr,0.0,3,1.7,28,10,3275,983,0.03,0.35,0.9,3
882,"Roasted, meat only","Chicken neck, meat only, simmered",1 neck,18,67,32,4,1,0.4,0.5,0.4,14,0,0.0,8,0.5,25,12,22,6,0.01,0.05,0.7,0
883,"Roasted, meat only",,"Duck, roasted, flesh only duck",221,64,444,52,25,9.2,8.2,3.2,197,0,0.0,27,6.0,557,144,170,51,0.57,1.04,11.3,0
884,"Roasted, meat only",Dark meat,3 oz,85,63,159,24,6,2.1,1.4,1.8,72,0,0.0,27,2.0,247,67,0,0,0.05,0.21,3.1,0
885,"Roasted, meat only",Light meat,3 oz,85,66,133,25,3,0.9,0.5,0.7,59,0,0.0,16,1.1,259,54,0,0,0.05,0.11,5.8,0
886,"Roasted, meat only","Light and dark meat, chopped or diced",1 cup,140,65,238,41,7,2.3,1.4,2.0,106,0,0.0,35,2.5,417,98,0,0,0.09,0.25,7.6,0
887,"Ground, cooked","Patty, from",4 oz raw 1 patty,82,59,193,22,11,2.8,4.0,2.6,84,0,0.0,21,1.6,221,88,0,0,0.04,0.14,4.0,0
888,"Ground, cooked",Crumbled,1 cup,127,59,298,35,17,4.3,6.2,4.1,130,0,0.0,32,2.5,343,136,0,0,0.07,0.21,6.1,0
889,"Ground, cooked","Turkey giblets, simmered, chopped",1 cup,145,65,242,39,7,2.2,1.7,1.7,606,3,0.0,19,9.7,290,86,8752,2603,0.07,1.31,6.5,2
890,"Ground, cooked","Turkey neck, meat only, simmered",1 neck,152,65,274,41,11,3.7,2.5,3.3,185,0,0.0,56,3.5,226,85,0,0,0.05,0.29,2.6,0
891,Chicken,"Canned, boneless",5 oz,142,69,234,31,11,3.1,4.5,2.5,88,0,0.0,20,2.2,196,714,166,48,0.02,0.18,9.0,3
892,Chicken,Frankfurter (10 per 1 lb pkg),1 frank,45,58,116,6,9,2.5,3.8,1.8,45,3,0.0,43,0.9,38,617,59,17,0.03,0.05,1.4,0
893,Chicken,"Roll, light meat (6 slices per 6-oz pkg)",2 slices,57,69,90,11,4,1.1,1.7,0.9,28,1,0.0,24,0.5,129,331,46,14,0.04,0.07,3.0,0
894,Turkey,"Gravy and turkey, frozen 5-",oz package,142,85,95,8,4,1.2,1.4,0.7,26,7,0.0,20,1.3,87,787,60,18,0.03,0.18,2.6,0
895,Turkey,"Patties, breaded or battered, fried (",2.25 oz) 1 patty,64,50,181,9,12,3.0,4.8,3.0,40,10,0.3,9,1.4,176,512,24,7,0.06,0.12,1.5,0
896,Turkey,"Roast, boneless, frozen, seasoned, light and dark meat, cooked",3 oz,85,68,132,18,5,1.6,1.0,1.4,45,3,0.0,4,1.4,253,578,0,0,0.04,0.14,5.3,0
897,Prepared with equal volume,"Clam chowder, New England",1 cup,248,85,164,9,7,3.0,2.3,1.1,22,17,1.5,186,1.5,300,992,164,40,0.07,0.24,1.0,3
898,Prepared with equal volume,Cream of chicken,1 cup,248,85,191,7,11,4.6,4.5,1.6,27,15,0.2,181,0.7,273,1047,714,94,0.07,0.26,0.9,1
899,Prepared with equal volume,Cream of mushroom,1 cup,248,85,203,6,14,5.1,3.0,4.6,20,15,0.5,179,0.6,270,918,154,37,0.08,0.28,0.9,2
900,Prepared with equal volume,Tomato,1 cup,248,85,161,6,6,2.9,1.6,1.1,17,22,2.7,159,1.8,449,744,848,109,0.13,0.25,1.5,68
901,Prepared with equal volume,Bean with pork,1 cup,253,84,172,8,6,1.5,2.2,1.8,3,23,8.6,81,2.0,402,951,888,89,0.09,0.03,0.6,2
902,Prepared with equal volume,"Beef broth, bouillon, consomme",1 cup,241,96,29,5,0,0.0,0.0,0.0,0,2,0.0,10,0.5,154,636,0,0,0.02,0.03,0.7,1
903,Prepared with equal volume,Beef noodle,1 cup,244,92,83,5,3,1.1,1.2,0.5,5,9,0.7,15,1.1,100,952,630,63,0.07,0.06,1.1,Tr
904,Prepared with equal volume,Chicken noodle,1 cup,241,92,75,4,2,0.7,1.1,0.6,7,9,0.7,17,0.8,55,1106,711,72,0.05,0.06,1.4,Tr
905,Prepared with equal volume,Chicken and rice,1 cup,241,94,60,4,2,0.5,0.9,0.4,7,7,0.7,17,0.7,101,815,660,65,0.02,0.02,1.1,Tr
906,Prepared with equal volume,"Clam chowder, Manhattan",1 cup,244,92,78,2,2,0.4,0.4,1.3,2,12,1.5,27,1.6,188,578,964,98,0.03,0.04,0.8,4
907,Prepared with equal volume,Cream of chicken,1 cup,244,91,117,3,7,2.1,3.3,1.5,10,9,0.2,34,0.6,88,986,561,56,0.03,0.06,0.8,Tr
908,Prepared with equal volume,Cream of mushroom,1 cup,244,90,129,2,9,2.4,1.7,4.2,2,9,0.5,46,0.5,100,881,0,0,0.05,0.09,0.7,1
909,Prepared with equal volume,Minestrone,1 cup,241,91,82,4,3,0.6,0.7,1.1,2,11,1.0,34,0.9,313,911,2338,234,0.05,0.04,0.9,1
910,Prepared with equal volume,"Pea, green",1 cup,250,83,165,9,3,1.4,1.0,0.4,0,27,2.8,28,2.0,190,918,203,20,0.11,0.07,1.2,2
911,Prepared with equal volume,Tomato,1 cup,244,90,85,2,2,0.4,0.4,1.0,0,17,0.5,12,1.8,264,695,688,68,0.09,0.05,1.4,66
912,Prepared with equal volume,Vegetable beef,1 cup,244,92,78,6,2,0.9,0.8,0.1,5,10,0.5,17,1.1,173,791,1891,190,0.04,0.05,1.0,2
913,Prepared with equal volume,Vegetarian vegetable,1 cup,241,92,72,2,2,0.3,0.8,0.7,0,12,0.5,22,1.1,210,822,3005,301,0.05,0.05,0.9,1
914,"Canned, ready to serve,",Bean with ham,1 cup,243,79,231,13,9,3.3,3.8,0.9,22,27,11.2,78,3.2,425,972,3951,396,0.15,0.15,1.7,4
915,"Canned, ready to serve,",Chicken noodle,1 cup,240,84,175,13,6,1.4,2.7,1.5,19,17,3.8,24,1.4,108,850,1222,122,0.07,0.17,4.3,0
916,"Canned, ready to serve,",Chicken and vegetable,1 cup,240,83,166,12,5,1.4,2.2,1.0,17,19,NA,26,1.5,367,1068,5990,600,0.04,0.17,3.3,6
917,"Canned, ready to serve,",Vegetable,1 cup,240,88,122,4,4,0.6,1.6,1.4,0,19,1.2,55,1.6,396,1010,5878,588,0.07,0.06,1.2,6
918,"Canned, ready to serve, low",Chicken broth,1 cup,240,97,17,3,0,0.0,0.0,0.0,0,1,0.0,19,0.6,204,554,0,0,Tr,0.03,1.6,1
919,"Canned, ready to serve, low",Chicken noodle,1 cup,237,92,76,6,2,0.4,0.6,0.4,19,9,1.2,19,1.1,209,460,920,95,0.11,0.11,3.4,1
920,"Canned, ready to serve, low",Chicken and rice,1 cup,241,88,116,7,3,0.9,1.3,0.7,14,14,0.7,22,1.0,422,482,2010,202,0.05,0.13,5.0,2
921,"Canned, ready to serve, low",Chicken and rice with vegetables,1 cup,239,91,88,6,1,0.4,0.5,0.5,17,12,0.7,24,1.2,275,459,1644,165,0.12,0.07,2.6,1
922,"Canned, ready to serve, low","Clam chowder, New England",1 cup,244,89,117,5,2,0.5,0.7,0.4,5,20,1.2,17,0.9,283,529,244,59,0.05,0.09,0.9,5
923,"Canned, ready to serve, low",Lentil,1 cup,242,88,126,8,2,0.3,0.8,0.2,0,20,5.6,41,2.7,336,443,951,94,0.11,0.09,0.7,1
924,"Canned, ready to serve, low",Minestrone,1 cup,241,87,123,5,3,0.4,0.9,1.0,0,20,1.2,39,1.7,306,470,1357,135,0.15,0.08,1.0,1
925,"Canned, ready to serve, low",Vegetable,1 cup,238,91,81,4,1,0.3,0.4,0.3,5,13,1.4,31,1.5,290,466,3196,319,0.08,0.07,1.8,1
926,Unprepared,Beef bouillon,1 packet,6,3,14,1,1,0.3,0.2,Tr,1,1,0.0,4,0.1,27,1019,3,Tr,Tr,0.01,0.3,0
927,Unprepared,Onion,1 packet,39,4,115,5,2,0.5,1.4,0.3,2,21,4.1,55,0.6,260,3493,8,1,0.11,0.24,2.0,1
928,Unprepared,Chicken noodle,1 cup,252,94,58,2,1,0.3,0.5,0.4,10,9,0.3,5,0.5,33,578,15,5,0.20,0.08,1.1,0
929,Unprepared,Onion,1 cup,246,96,27,1,1,0.1,0.3,0.1,0,5,1.0,12,0.1,64,849,2,0,0.03,0.06,0.5,Tr
930,"Home prepared, stock",Beef,1 cup,240,96,31,5,Tr,0.1,0.1,Tr,0,3,0.0,19,0.6,444,475,0,0,0.08,0.22,2.1,0
931,"Home prepared, stock",Chicken,1 cup,240,92,86,6,3,0.8,1.4,0.5,7,8,0.0,7,0.5,252,343,0,0,0.08,0.20,3.8,Tr
932,"Home prepared, stock",Fish,1 cup,233,97,40,5,2,0.5,0.5,0.3,2,0,0.0,7,Tr,336,363,0,0,0.08,0.18,2.8,Tr
933,Home recipe,Cheese,1 cup,243,67,479,25,36,19.5,11.5,3.4,92,13,0.2,756,0.9,345,1198,1473,389,0.11,0.59,0.5,1
934,Home recipe,"White, medium, made with whole milk",1 cup,250,75,368,10,27,7.1,11.1,7.2,18,23,0.5,295,0.8,390,885,1383,138,0.17,0.46,1.0,2
935,Ready to serve,Barbecue,1 tbsp,16,81,12,Tr,Tr,Tr,0.1,0.1,0,2,0.2,3,0.1,28,130,139,14,Tr,Tr,0.1,1
936,Ready to serve,Cheese,cup,63,71,110,4,8,3.8,2.4,1.6,18,4,0.3,116,0.1,19,522,199,40,Tr,0.07,Tr,Tr
937,Ready to serve,Hoisin,1 tbsp,16,44,35,1,1,0.1,0.2,0.3,Tr,7,0.4,5,0.2,19,258,2,Tr,Tr,0.03,0.2,Tr
938,Ready to serve,Nacho cheese,cup,63,70,119,5,10,4.2,3.1,2.1,20,3,0.5,118,0.2,20,492,128,32,Tr,0.08,Tr,Tr
939,Ready to serve,Pepper or hot,1 tsp,5,90,1,Tr,Tr,Tr,Tr,Tr,0,Tr,0.1,Tr,Tr,7,124,14,1,Tr,Tr,Tr,4
940,Ready to serve,Salsa,1 tbsp,16,90,4,Tr,Tr,Tr,Tr,Tr,0,1,0.3,5,0.2,34,69,96,10,0.01,0.01,0.1,2
941,Ready to serve,Soy,1 tbsp,16,69,9,1,Tr,Tr,Tr,Tr,0,1,0.1,3,0.3,64,871,0,0,0.01,0.03,0.4,0
942,Ready to serve,Spaghetti/marinara/pasta,1 cup,250,87,143,4,5,0.7,2.2,1.8,0,21,4.0,55,1.8,738,1030,938,95,0.14,0.10,2.7,20
943,Ready to serve,Teriyaki,1 tbsp,18,68,15,1,0,0.0,0.0,0.0,0,3,Tr,5,0.3,41,690,0,0,0.01,0.01,0.2,0
944,Ready to serve,,Tomato chili cup,68,68,71,2,Tr,Tr,Tr,0.1,0,17,4.0,14,0.5,252,910,462,46,0.06,0.05,1.1,11
945,Ready to serve,Worcestershire,1 tbsp,17,70,11,0,0,0.0,0.0,0.0,0,3,0.0,18,0.9,136,167,18,2,0.01,0.02,0.1,2
946,"Gravies, canned",Beef,cup,58,87,31,2,1,0.7,0.6,Tr,2,3,0.2,3,0.4,47,325,0,0,0.02,0.02,0.4,0
947,"Gravies, canned",,Chicken cup,60,85,47,1,3,0.8,1.5,0.9,1,3,0.2,12,0.3,65,346,221,67,0.01,0.03,0.3,0
948,"Gravies, canned",Country,sausage cup,62,75,96,3,8,2.0,2.9,2.2,13,4,0.4,4,0.3,48,236,0,0,0.10,0.04,0.7,Tr
949,"Gravies, canned",Mushroom,cup,60,89,30,1,2,0.2,0.7,0.6,0,3,0.2,4,0.4,64,342,0,0,0.02,0.04,0.4,0
950,"Gravies, canned",Turkey,cup,60,89,31,2,1,0.4,0.5,0.3,1,3,0.2,2,0.4,65,346,0,0,0.01,0.05,0.8,0
951,Candy,BUTTERFINGER (NESTLE) 1 fun size,bar,7,2,34,1,1,0.7,0.4,0.2,Tr,5,0.2,2,0.1,27,14,0,0,0.01,Tr,0.2,0
952,Caramel,Plain,1 piece,10,9,39,Tr,1,0.7,0.1,Tr,1,8,0.1,14,Tr,22,25,3,1,Tr,0.02,Tr,Tr
953,Caramel,Chocolate flavored roll,1 piece,7,7,25,Tr,Tr,Tr,0.1,0.1,0,6,Tr,2,Tr,7,6,1,Tr,Tr,0.01,Tr,Tr
954,Caramel,Carob,1 oz,28,2,153,2,9,8.2,0.1,0.1,1,16,1.1,86,0.4,179,30,7,2,0.03,0.05,0.3,Tr
955,"Chocolate, milk",Plain,1 bar (1.55 oz),44,1,226,3,14,8.1,4.4,0.5,10,26,1.5,84,0.6,169,36,81,24,0.03,0.13,0.1,Tr
956,"Chocolate, milk",With almonds,1 bar (1.45 oz),41,2,216,4,14,7.0,5.5,0.9,8,22,2.5,92,0.7,182,30,30,6,0.02,0.18,0.3,Tr
957,"Chocolate, milk","With peanuts, MR. GOODBAR (HERSHEY)",1 bar (1.75 oz),49,1,267,5,17,7.3,5.7,2.4,4,25,1.7,53,0.6,219,73,70,18,0.08,0.12,1.6,Tr
