food_no,category,food,measure,weight_g,water_pct,calories,protein_g,total_fat_g,sat_fat_g,mono_fat_g,poly_fat_g,cholesterol_mg,carbohydrate_g,fiber_g,calcium_mg,iron_mg,potassium_mg,sodium_mg,vit_a_iu,vit_a_re,thiamin_mg,riboflavin_mg,niacin_mg,vit_c_mg
368,Raspberries,Raw,1 cup,123,87,60,1,1,Tr,0.1,0.4,0,14,8.4,27,0.7,187,0,160,16,0.04,0.11,1.1,31
369,Raspberries,"Frozen, sweetened, thawed",1 cup,250,73,258,2,Tr,Tr,Tr,0.2,0,65,11.0,38,1.6,285,3,150,15,0.05,0.11,0.6,41
370,Raspberries,"Rhubarb, frozen, cooked, with sugar",1 cup,240,68,278,1,Tr,Tr,Tr,0.1,0,75,4.8,348,0.5,230,2,166,17,0.04,0.06,0.5,8
371,"Raw, capped",,"Large (1"" dia) 1 strawberry",18,92,5,Tr,Tr,Tr,Tr,Tr,0,1,0.4,3,0.1,30,Tr,5,1,Tr,0.01,Tr,10
372,"Raw, capped",,"Medium (1"" dia) 1 strawberry",12,92,4,Tr,Tr,Tr,Tr,Tr,0,1,0.3,2,Tr,20,Tr,3,Tr,Tr,0.01,Tr,7
373,"Raw, capped",Sliced,1 cup,166,92,50,1,1,Tr,0.1,0.3,0,12,3.8,23,0.6,276,2,45,5,0.03,0.11,0.4,94
374,"Raw, capped","Frozen, sweetened, sliced, thawed",1 cup,255,73,245,1,Tr,Tr,Tr,0.2,0,66,4.8,28,1.5,250,8,61,5,0.04,0.13,1.0,106
375,Tangerines,"Raw, without peel and seeds (2"" dia)",1 tangerine,84,88,37,1,Tr,Tr,Tr,Tr,0,9,1.9,12,0.1,132,1,773,77,0.09,0.02,0.1,26
376,Tangerines,"Canned (mandarin oranges), light syrup, fruit and liquid",1 cup,252,83,154,1,Tr,Tr,Tr,0.1,0,41,1.8,18,0.9,197,15,2117,212,0.13,0.11,1.1,50
377,Tangerines,"Tangerine juice, canned, sweetened",1 cup,249,87,125,1,Tr,Tr,Tr,0.1,0,30,0.5,45,0.5,443,2,1046,105,0.15,0.05,0.2,55
378,Tangerines,Wedge (about n of melon),1 wedge,286,92,92,2,1,0.1,0.3,0.4,0,21,1.4,23,0.5,332,6,1047,106,0.23,0.06,0.6,27
379,Tangerines,Diced,1 cup,152,92,49,1,1,0.1,0.2,0.2,0,11,0.8,12,0.3,176,3,556,56,0.12,0.03,0.3,15
380,"Bagels, enriched","Plain 3""",bagel,71,33,195,7,1,0.2,0.1,0.5,0,38,1.6,53,2.5,72,379,0,0,0.38,0.22,3.2,0
381,"Bagels, enriched","4""",bagel,89,33,245,9,1,0.2,0.1,0.6,0,48,2.0,66,3.2,90,475,0,0,0.48,0.28,4.1,0
382,"Bagels, enriched","Cinnamon raisin 3""",bagel,71,32,195,7,1,0.2,0.1,0.5,0,39,1.6,13,2.7,105,229,52,0,0.27,0.20,2.2,Tr
383,"Bagels, enriched","4""",bagel,89,32,244,9,2,0.2,0.2,0.6,0,49,2.0,17,3.4,132,287,65,0,0.34,0.25,2.7,1
384,"Bagels, enriched","Egg 3""",bagel,71,33,197,8,1,0.3,0.3,0.5,17,38,1.6,9,2.8,48,359,77,23,0.38,0.17,2.4,Tr
385,"Bagels, enriched","4""",bagel,89,33,247,9,2,0.4,0.4,0.6,21,47,2.0,12,3.5,61,449,97,29,0.48,0.21,3.1,1
386,"Bagels, enriched","Banana bread, prepared from recipe, with margarine",1 slice,60,29,196,3,6,1.3,2.7,1.9,26,33,0.7,13,0.8,80,181,278,72,0.10,0.12,0.9,1
387,"Barley, pearled",Uncooked,1 cup,200,10,704,20,2,0.5,0.3,1.1,0,155,31.2,58,5.0,560,18,44,4,0.38,0.23,9.2,0
388,"Barley, pearled",Cooked,1 cup,157,69,193,4,1,0.1,0.1,0.3,0,44,6.0,17,2.1,146,5,11,2,0.13,0.10,3.2,0
389,"Biscuits, plain or buttermilk,","Prepared from recipe, with 2% milk 2""",biscuit,60,29,212,4,10,2.6,4.2,2.5,2,27,0.9,141,1.7,73,348,49,14,0.21,0.19,1.8,Tr
390,"Biscuits, plain or buttermilk,","4""",biscuit,101,29,358,7,16,4.4,7.0,4.2,3,45,1.5,237,2.9,122,586,83,23,0.36,0.31,3.0,Tr
391,"Refrigerated dough, baked","Regular 2""",biscuit,27,28,93,2,4,1.0,2.2,0.5,0,13,0.4,5,0.7,42,325,0,0,0.09,0.06,0.8,0
392,"Refrigerated dough, baked","Lower fat 2""",biscuit,21,28,63,2,1,0.3,0.6,0.2,0,12,0.4,4,0.6,39,305,0,0,0.09,0.05,0.7,0
393,"Breads, enriched",Cracked wheat,1 slice,25,36,65,2,1,0.2,0.5,0.2,0,12,1.4,11,0.7,44,135,0,0,0.09,0.06,0.9,0
394,"Breads, enriched","Egg bread (challah)""",slice,40,35,115,4,2,0.6,0.9,0.4,20,19,0.9,37,1.2,46,197,30,9,0.18,0.17,1.9,0
395,"Breads, enriched","French or vienna (includes sourdough)""",slice,25,34,69,2,1,0.2,0.3,0.2,0,13,0.8,19,0.6,28,152,0,0,0.13,0.08,1.2,0
396,"Breads, enriched","Indian fry (navajo) bread 5"" bread",,90,27,296,6,9,2.1,3.6,2.3,0,48,1.6,210,3.2,67,626,0,0,0.39,0.27,3.3,0
397,"Breads, enriched","10"" bread",,160,27,526,11,15,3.7,6.4,4.1,0,85,2.9,373,5.8,118,1112,0,0,0.69,0.49,5.8,0
398,"Breads, enriched",Italian,1 slice,20,36,54,2,1,0.2,0.2,0.3,0,10,0.5,16,0.6,22,117,0,0,0.09,0.06,0.9,0
399,Mixed grain,Untoasted,1 slice,26,38,65,3,1,0.2,0.4,0.2,0,12,1.7,24,0.9,53,127,0,0,0.11,0.09,1.1,Tr
400,Mixed grain,Toasted,1 slice,24,32,65,3,1,0.2,0.4,0.2,0,12,1.6,24,0.9,53,127,0,0,0.08,0.08,1.0,Tr
401,Oatmeal,Untoasted,1 slice,27,37,73,2,1,0.2,0.4,0.5,0,13,1.1,18,0.7,38,162,4,1,0.11,0.06,0.8,0
402,Oatmeal,Toasted,1 slice,25,31,73,2,1,0.2,0.4,0.5,0,13,1.1,18,0.7,39,163,4,1,0.09,0.06,0.8,Tr
403,Oatmeal,"Pita 4"" pita",,28,32,77,3,Tr,Tr,Tr,0.1,0,16,0.6,24,0.7,34,150,0,0,0.17,0.09,1.3,0
404,Oatmeal,"6"" pita",,60,32,165,5,1,0.1,0.1,0.3,0,33,1.3,52,1.6,72,322,0,0,0.36,0.20,2.8,0
405,Pumpernickel,Untoasted,1 slice,32,38,80,3,1,0.1,0.3,0.4,0,15,2.1,22,0.9,67,215,0,0,0.10,0.10,1.0,0
406,Pumpernickel,Toasted,1 slice,29,32,80,3,1,0.1,0.3,0.4,0,15,2.1,21,0.9,66,214,0,0,0.08,0.09,0.9,0
407,Raisin,Untoasted,1 slice,26,34,71,2,1,0.3,0.6,0.2,0,14,1.1,17,0.8,59,101,0,0,0.09,0.10,0.9,Tr
408,Raisin,Toasted,1 slice,24,28,71,2,1,0.3,0.6,0.2,0,14,1.1,17,0.8,59,102,Tr,0,0.07,0.09,0.8,Tr
409,Rye,Untoasted,1 slice,32,37,83,3,1,0.2,0.4,0.3,0,15,1.9,23,0.9,53,211,2,Tr,0.14,0.11,1.2,Tr
410,Rye,Toasted,1 slice,24,31,68,2,1,0.2,0.3,0.2,0,13,1.5,19,0.7,44,174,1,0,0.09,0.08,0.9,Tr
411,Rye,"Rye, reduced calorie",1 slice,23,46,47,2,1,0.1,0.2,0.2,0,9,2.8,17,0.7,23,93,1,0,0.08,0.06,0.6,Tr
412,Wheat,Untoasted,1 slice,25,37,65,2,1,0.2,0.4,0.2,0,12,1.1,26,0.8,50,133,0,0,0.10,0.07,1.0,0
413,Wheat,Toasted,1 slice,23,32,65,2,1,0.2,0.4,0.2,0,12,1.2,26,0.8,50,132,0,0,0.08,0.06,0.9,0
414,Wheat,"Wheat, reduced calorie",1 slice,23,43,46,2,1,0.1,0.1,0.2,0,10,2.8,18,0.7,28,118,0,0,0.10,0.07,0.9,Tr
415,White,Untoasted,1 slice,25,37,67,2,1,0.1,0.2,0.5,Tr,12,0.6,27,0.8,30,135,0,0,0.12,0.09,1.0,0
416,White,Toasted,1 slice,22,30,64,2,1,0.1,0.2,0.5,Tr,12,0.6,26,0.7,29,130,0,0,0.09,0.07,0.9,0
417,White,Soft crumbs,1 cup,45,37,120,4,2,0.2,0.3,0.9,Tr,22,1.0,49,1.4,54,242,0,0,0.21,0.15,1.8,0
418,White,"White, reduced calorie",1 slice,23,43,48,2,1,0.1,0.2,0.1,0,10,2.2,22,0.7,17,104,1,Tr,0.09,0.07,0.8,Tr
419,"Bread, whole wheat",Untoasted,1 slice,28,38,69,3,1,0.3,0.5,0.3,0,13,1.9,20,0.9,71,148,0,0,0.10,0.06,1.1,0
420,"Bread, whole wheat",Toasted,1 slice,25,30,69,3,1,0.3,0.5,0.3,0,13,1.9,20,0.9,71,148,0,0,0.08,0.05,1.0,0
421,"Bread crumbs, dry, grated","Plain, enriched",1 cup,108,6,427,14,6,1.3,2.6,1.2,0,78,2.6,245,6.6,239,931,1,0,0.83,0.47,7.4,0
422,"Bread crumbs, dry, grated",,1 oz,28,6,112,4,2,0.3,0.7,0.3,0,21,0.7,64,1.7,63,244,Tr,0,0.22,0.12,1.9,0
423,"Bread crumbs, dry, grated","Seasoned, unenriched",1 cup,120,6,440,17,3,0.9,1.2,0.8,1,84,5.0,119,3.8,324,3180,16,4,0.19,0.20,3.3,Tr
424,"Bread crumbs, dry, grated","Bread stuffing, prepared from dry mix",cup,100,65,178,3,9,1.7,3.8,2.6,0,22,2.9,32,1.1,74,543,313,81,0.14,0.11,1.5,0
425,"Bread crumbs, dry, grated","Breakfast bar, cereal crust withfruit filling, fat free",1 bar,37,14,121,2,Tr,Tr,Tr,0.1,Tr,28,0.8,49,4.5,92,203,1249,125,1.01,0.42,5.0,1
426,"Regular or quick,",White,1 cup,242,85,145,3,Tr,0.1,0.1,0.2,0,31,0.5,0,1.5,53,0,0,0,0.24,0.15,2.0,0
427,"Regular or quick,",Yellow,1 cup,242,85,145,3,Tr,0.1,0.1,0.2,0,31,0.5,0,1.5,53,0,145,15,0.24,0.15,2.0,0
428,"Regular or quick,","Instant, plain",1 packet,137,82,89,2,Tr,Tr,Tr,0.1,0,21,1.2,8,8.2,38,289,0,0,0.15,0.08,1.4,0
429,CREAM OF WHEAT,Regular,1 cup,251,87,133,4,1,0.1,0.1,0.3,0,28,1.8,50,10.3,43,3,0,0,0.25,0.00,1.5,0
430,CREAM OF WHEAT,Quick,1 cup,239,87,129,4,Tr,0.1,0.1,0.3,0,27,1.2,50,10.3,45,139,0,0,0.24,0.00,1.4,0
431,CREAM OF WHEAT,"Mix’n Eat, plain",1 packet,142,82,102,3,Tr,Tr,Tr,0.2,0,21,0.4,20,8.1,38,241,1252,376,0.43,0.28,5.0,0
432,CREAM OF WHEAT,MALT O MEAL,1 cup,240,88,122,4,Tr,0.1,0.1,Tr,0,26,1.0,5,9.6,31,2,0,0,0.48,0.24,5.8,0
433,Oatmeal,"Regular, quick or instant, plain, nonfortified",1 cup,234,85,145,6,2,0.4,0.7,0.9,0,25,4.0,19,1.6,131,2,37,5,0.26,0.05,0.3,0
434,Oatmeal,"Instant, fortified, plain",1 packet,177,86,104,4,2,0.3,0.6,0.7,0,18,3.0,163,6.3,99,285,1510,453,0.53,0.28,5.5,0
435,QUAKER instant,Apples and cinnamon,1 packet,149,79,125,3,1,0.3,0.5,0.6,0,26,2.5,104,3.9,106,121,1019,305,0.30,0.35,4.1,Tr
436,QUAKER instant,Maple and brown sugar,1 packet,155,75,153,4,2,0.4,0.6,0.7,0,31,2.6,105,3.9,112,234,1008,302,0.30,0.34,4.0,0
437,QUAKER instant,WHEATENA,1 cup,243,85,136,5,1,0.2,0.2,0.6,0,29,6.6,10,1.4,187,5,0,0,0.02,0.05,1.3,0
438,Ready to eat,ALL BRAN,cup,30,3,79,4,1,0.2,0.2,0.5,0,23,9.7,106,4.5,342,61,750,225,0.39,0.42,5.0,15
439,Ready to eat,APPLE CINNAMON CHEERIOS,cup,30,3,118,2,2,0.3,0.6,0.2,0,25,1.6,35,4.5,60,150,750,225,0.38,0.43,5.0,15
440,Ready to eat,APPLE JACKS,1 cup,30,3,116,1,Tr,0.1,0.1,0.2,0,27,0.6,3,4.5,32,134,750,225,0.39,0.42,5.0,15
441,Mono- Poly-,BASIC 4,1 cup,55,7,201,4,3,0.4,1.0,1.1,0,42,3.4,310,4.5,162,323,1250,375,0.37,0.42,5.0,15
442,Mono- Poly-,BERRY BERRY KIX,cup,30,2,120,1,1,0.2,0.5,0.1,0,26,0.2,66,4.5,24,185,750,225,0.38,0.43,5.0,15
443,Mono- Poly-,CAP’N CRUNCH,cup,27,2,107,1,1,0.4,0.3,0.2,0,23,0.9,5,4.5,35,208,36,4,0.38,0.42,5.0,0
444,Mono- Poly-,CAP’N CRUNCH’S CRUNCHBERRIES,cup,26,2,104,1,1,0.3,0.3,0.2,0,22,0.6,7,4.5,37,190,33,5,0.37,0.42,5.0,Tr
445,Mono- Poly-,CAP’N CRUNCH’S PEANUT BUTTER CRUNCH,cup,27,2,112,2,2,0.5,0.8,0.5,0,22,0.8,3,4.5,62,204,37,4,0.38,0.42,5.0,0
446,Mono- Poly-,CHEERIOS,1 cup,30,3,110,3,2,0.4,0.6,0.2,0,23,2.6,55,8.1,89,284,1250,375,0.38,0.43,5.0,15
447,CHEX,Corn,1 cup,30,3,113,2,Tr,0.1,0.1,0.2,0,26,0.5,100,9.0,32,289,0,0,0.38,0.00,5.0,6
448,CHEX,Honey nut,cup,30,2,117,2,1,0.1,0.4,0.2,0,26,0.4,102,9.0,27,224,0,0,0.38,0.44,5.0,6
449,CHEX,Multi bran,1 cup,49,3,165,4,1,0.2,0.3,0.5,0,41,6.4,95,13.7,191,325,0,0,0.32,0.00,4.4,5
450,CHEX,Rice,1 cup,31,3,117,2,Tr,Tr,Tr,Tr,0,27,0.3,104,9.0,36,291,0,0,0.38,0.02,5.0,6
451,CHEX,Wheat,1 cup,30,3,104,3,1,0.1,0.1,0.3,0,24,3.3,60,9.0,116,269,0,0,0.23,0.04,3.0,4
452,CHEX,CINNAMON LIFE,1 cup,50,4,190,4,2,0.3,0.6,0.8,0,40,3.0,135,7.5,113,220,16,2,0.63,0.71,8.4,Tr
453,CHEX,CINNAMON TOAST CRUNCH,cup,30,2,124,2,3,0.5,0.9,0.5,0,24,1.5,42,4.5,44,210,750,225,0.38,0.43,5.0,15
454,CHEX,COCOA KRISPIES,cup,31,2,120,2,1,0.6,0.1,0.1,0,27,0.4,4,1.8,60,210,750,225,0.37,0.43,5.0,15
455,CHEX,COCOA PUFFS,1 cup,30,2,119,1,1,0.2,0.3,Tr,0,27,0.2,33,4.5,52,181,0,0,0.38,0.43,5.0,15
456,Corn Flakes,"GENERAL MILLS, TOTAL",1 cup,30,3,112,2,Tr,0.2,0.1,Tr,0,26,0.8,237,18.0,34,203,1250,375,1.50,1.70,20.1,60
457,Corn Flakes,KELLOGG’S,1 cup,28,3,102,2,Tr,0.1,Tr,0.1,0,24,0.8,1,8.7,25,298,700,210,0.36,0.39,4.7,14
458,Corn Flakes,CORN POPS,1 cup,31,3,118,1,Tr,0.1,0.1,Tr,0,28,0.4,2,1.9,23,123,775,233,0.40,0.43,5.2,16
459,Corn Flakes,CRISPIX,1 cup,29,3,108,2,Tr,0.1,0.1,0.1,0,25,0.6,3,1.8,35,240,750,225,0.38,0.44,5.0,15
460,Corn Flakes,Complete Wheat Bran Flakes,cup,29,4,95,3,1,0.1,0.1,0.4,0,23,4.6,14,8.1,175,226,1208,363,0.38,0.44,5.0,15
461,Corn Flakes,FROOT LOOPS,1 cup,30,2,117,1,1,0.4,0.2,0.3,0,26,0.6,3,4.2,32,141,703,211,0.39,0.42,5.0,14
462,Corn Flakes,FROSTED FLAKES,cup,31,3,119,1,Tr,0.1,Tr,0.1,0,28,0.6,1,4.5,20,200,750,225,0.37,0.43,5.0,15
463,FROSTED MINI WHEATS,Regular,1 cup,51,5,173,5,1,0.2,0.1,0.6,0,42,5.5,18,14.3,170,2,0,0,0.36,0.41,5.0,0
464,FROSTED MINI WHEATS,Bite size,1 cup,55,5,187,5,1,0.2,0.2,0.6,0,45,5.9,0,15.4,186,2,0,0,0.33,0.39,4.7,0
465,FROSTED MINI WHEATS,GOLDEN GRAHAMS,cup,30,3,116,2,1,0.2,0.3,0.2,0,26,0.9,14,4.5,53,275,750,225,0.38,0.43,5.0,15
466,FROSTED MINI WHEATS,HONEY FROSTED WHEATIES,cup,30,3,110,2,Tr,0.1,Tr,Tr,0,26,1.5,8,4.5,56,211,750,225,0.38,0.43,5.0,15
467,FROSTED MINI WHEATS,HONEY NUT CHEERIOS,1 cup,30,2,115,3,1,0.2,0.5,0.2,0,24,1.6,20,4.5,85,259,750,225,0.38,0.43,5.0,15
468,FROSTED MINI WHEATS,HONEY NUT CLUSTERS,1 cup,55,3,213,5,3,0.4,1.8,0.4,0,43,4.2,72,4.5,171,239,0,0,0.37,0.42,5.0,9
469,FROSTED MINI WHEATS,KIX,1 cup,30,2,114,2,1,0.2,0.1,Tr,0,26,0.8,44,8.1,41,263,1250,375,0.38,0.43,5.0,15
470,FROSTED MINI WHEATS,LIFE,cup,32,4,121,3,1,0.2,0.4,0.6,0,25,2.0,98,9.0,79,174,12,1,0.40,0.45,5.3,0
471,FROSTED MINI WHEATS,LUCKY CHARMS,1 cup,30,2,116,2,1,0.2,0.4,0.2,0,25,1.2,32,4.5,54,203,750,225,0.38,0.43,5.0,15
472,FROSTED MINI WHEATS,NATURE VALLEY Granola,cup,55,4,248,6,10,1.3,6.5,1.9,0,36,3.5,41,1.7,183,89,0,0,0.17,0.06,0.6,0
473,FROSTED MINI WHEATS,"With oats, honey, and raisins",cup,51,4,218,5,7,3.2,3.2,0.8,1,36,3.7,39,1.7,214,11,4,1,0.14,0.09,0.8,Tr
474,FROSTED MINI WHEATS,"With raisins, low fat",cup,50,4,195,4,3,0.8,1.3,0.5,1,40,3.0,30,1.3,169,129,9,1,0.15,0.06,0.9,Tr
475,FROSTED MINI WHEATS,PRODUCT 19,1 cup,30,3,110,3,Tr,Tr,0.2,0.2,0,25,1.0,3,18.0,41,216,750,225,1.50,1.71,20.0,60
476,FROSTED MINI WHEATS,Puffed Rice,1 cup,14,3,56,1,Tr,Tr,Tr,Tr,0,13,0.2,1,4.4,16,Tr,0,0,0.36,0.25,4.9,0
477,FROSTED MINI WHEATS,Puffed Wheat,1 cup,12,3,44,2,Tr,Tr,Tr,Tr,0,10,0.5,3,3.8,42,Tr,0,0,0.31,0.22,4.2,0
478,Raisin Bran,"GENERAL MILLS, TOTAL",1 cup,55,9,178,4,1,0.2,0.2,0.2,0,43,5.0,238,18.0,287,240,1250,375,1.50,1.70,20.0,0
479,Raisin Bran,KELLOGG’S,1 cup,61,8,186,6,1,0.0,0.2,0.8,0,47,8.2,35,5.0,437,354,832,250,0.43,0.49,5.6,0
480,Raisin Bran,RAISIN NUT BRAN,1 cup,55,5,209,5,4,0.7,1.9,0.5,0,41,5.1,74,4.5,218,246,0,0,0.37,0.42,5.0,0
481,Raisin Bran,REESE’S PEANUT BUTTER PUFFS,cup,30,2,129,3,3,0.6,1.4,0.6,0,23,0.4,21,4.5,62,177,750,225,0.38,0.43,5.0,15
482,Raisin Bran,RICE KRISPIES,1 cup,33,3,124,2,Tr,0.1,0.1,0.2,0,29,0.4,3,2.0,42,354,825,248,0.43,0.46,5.5,17
483,Mono- Poly-,RICE KRISPIES TREATS cereal,cup,30,4,120,1,2,0.4,1.0,0.2,0,26,0.3,2,1.8,19,190,750,225,0.39,0.42,5.0,15
484,Mono- Poly-,SHREDDED WHEAT,2 biscuits,46,4,156,5,1,0.1,NA,NA,0,38,5.3,20,1.4,196,3,0,NA,0.12,0.05,2.6,0
485,Mono- Poly-,SMACKS,cup,27,3,103,2,1,0.3,0.1,0.2,0,24,0.9,3,1.8,42,51,750,225,0.38,0.43,5.0,15
486,Mono- Poly-,SPECIAL K,1 cup,31,3,115,6,Tr,0.0,0.0,0.2,0,22,1.0,5,8.7,55,250,750,225,0.53,0.59,7.0,15
487,Mono- Poly-,"QUAKER Toasted Oatmeal, Honey Nut",1 cup,49,3,191,5,3,0.5,1.2,0.7,Tr,39,3.3,27,4.5,185,166,500,150,0.37,0.42,5.0,6
488,Mono- Poly-,"TOTAL, Whole Grain",cup,30,3,105,3,1,0.2,0.1,0.1,0,24,2.6,258,18.0,97,199,1250,375,1.50,1.70,20.1,60
489,Mono- Poly-,TRIX,1 cup,30,2,122,1,2,0.4,0.9,0.3,0,26,0.7,32,4.5,18,197,750,225,0.38,0.43,5.0,15
490,Mono- Poly-,WHEATIES,1 cup,30,3,110,3,1,0.2,0.2,0.2,0,24,2.1,55,8.1,104,222,750,225,0.38,0.43,5.0,15
491,Commercially prepared,"Regular, large (2"" sq x"")",1 brownie,56,14,227,3,9,2.4,5.0,1.3,10,36,1.2,16,1.3,83,175,39,3,0.14,0.12,1.0,0
492,Commercially prepared,"Fat free, 2"" sq",1 brownie,28,12,89,1,Tr,0.2,0.1,Tr,0,22,1.0,17,0.7,89,90,1,Tr,0.03,0.04,0.3,Tr
493,Commercially prepared,"Prepared from dry mix, reduced calorie, 2"" sq",1 brownie,22,13,84,1,2,1.1,1.0,0.2,0,16,0.8,3,0.3,69,21,0,0,0.02,0.03,0.2,0
494,Commercially prepared,"Buckwheat flour, whole groat",1 cup,120,11,402,15,4,0.8,1.1,1.1,0,85,12.0,49,4.9,692,13,0,0,0.50,0.23,7.4,0
495,Commercially prepared,"Buckwheat groats, roasted (kasha), cooked",1 cup,168,76,155,6,1,0.2,0.3,0.3,0,33,4.5,12,1.3,148,7,0,0,0.07,0.07,1.6,0
496,Bulgur,Uncooked,1 cup,140,9,479,17,2,0.3,0.2,0.8,0,106,25.6,49,3.4,574,24,0,0,0.32,0.16,7.2,0
497,Bulgur,Cooked,1 cup,182,78,151,6,Tr,0.1,0.1,0.2,0,34,8.2,18,1.7,124,9,0,0,0.10,0.05,1.8,0
498,"Cakes, prepared from dry mix","Angelfood ( x of 10"" dia)",1 piece,50,33,129,3,Tr,Tr,Tr,0.1,0,29,0.1,42,0.1,68,255,0,0,0.05,0.10,0.1,0
499,,,,,,,,,,,,0,37,0.6,69,0.6,41,279,6,1,0.06,0.12,0.6,0
500,"Cakes, prepared from recipe","Chocolate, without frosting ( x of 9"" dia)",1 piece,95,24,340,5,14,5.2,5.7,2.6,55,51,1.5,57,1.5,133,299,133,38,0.13,0.20,1.1,Tr
501,"Cakes, prepared from recipe","Gingerbread ( . of 8"" square)",1 piece,74,28,263,3,12,3.1,5.3,3.1,24,36,0.7,53,2.1,325,242,36,10,0.14,0.12,1.3,Tr
502,"Cakes, prepared from recipe","Pineapple upside down ( of 8"" square)",1 piece,115,32,367,4,14,3.4,6.0,3.8,25,58,0.9,138,1.7,129,367,291,75,0.18,0.18,1.4,1
503,"Cakes, prepared from recipe","Shortcake, biscuit type (about 3"" dia)",1 shortcake,65,28,225,4,9,2.5,3.9,2.4,2,32,0.8,133,1.7,69,329,47,12,0.20,0.18,1.7,Tr
504,"Cakes, prepared from recipe",Sponge ( x of 16-oz cake),1 piece,63,29,187,5,3,0.8,1.0,0.4,107,36,0.4,26,1.0,89,144,163,49,0.10,0.19,0.8,0
505,White,"With coconut frosting ( x of 9"" dia)",1 piece,112,21,399,5,12,4.4,4.1,2.4,1,71,1.1,101,1.3,111,318,43,12,0.14,0.21,1.2,Tr
506,White,"Without frosting ( x of 9"" dia)",1 piece,74,23,264,4,9,2.4,3.9,2.3,1,42,0.6,96,1.1,70,242,41,12,0.14,0.18,1.1,Tr
507,"Cakes, commercially prepared",Angelfood ( x of 12-oz cake),1 piece,28,33,72,2,Tr,Tr,Tr,0.1,0,16,0.4,39,0.1,26,210,0,0,0.03,0.14,0.2,0
508,"Cakes, commercially prepared",Boston cream ( of pie),1 piece,92,45,232,2,8,2.2,4.2,0.9,34,39,1.3,21,0.3,36,132,74,21,0.38,0.25,0.2,Tr
509,"Cakes, commercially prepared",Chocolate with chocolate frosting ( of 18-oz cake),1 piece,64,23,235,3,10,3.1,5.6,1.2,27,35,1.8,28,1.4,128,214,54,16,0.02,0.09,0.4,Tr
510,"Cakes, commercially prepared","Coffeecake, crumb ( . of 20-oz cake)",1 piece,63,22,263,4,15,3.7,8.2,2.0,20,29,1.3,34,1.2,77,221,70,21,0.13,0.14,1.1,Tr
511,"Cakes, commercially prepared",Fruitcake,1 piece,43,25,139,1,4,0.5,1.8,1.4,2,26,1.6,14,0.9,66,116,9,2,0.02,0.04,0.3,Tr
512,Pound,Butter ( x of 12-oz cake),1 piece,28,25,109,2,6,3.2,1.7,0.3,62,14,0.1,10,0.4,33,111,170,44,0.04,0.06,0.4,0
513,Pound,"Fat free (3"" x 2"" x"" slice)",1 slice,28,31,79,2,Tr,0.1,Tr,0.1,0,17,0.3,12,0.6,31,95,27,8,0.04,0.08,0.2,0
514,Snack cakes,"Chocolate, creme filled, with frosting",1 cupcake,50,20,188,2,7,1.4,2.8,2.6,9,30,0.4,37,1.7,61,213,9,3,0.11,0.15,1.2,0
515,Snack cakes,"Chocolate, with frosting, low fat",1 cupcake,43,23,131,2,2,0.5,0.8,0.2,0,29,1.8,15,0.7,96,178,0,0,0.02,0.06,0.3,0
516,Snack cakes,"Sponge, creme filled",1 cake,43,20,155,1,5,1.1,1.7,1.4,7,27,0.2,19,0.5,37,155,7,2,0.07,0.06,0.5,Tr
517,Snack cakes,"Sponge, individual shortcake",1 shortcake,30,30,87,2,1,0.2,0.3,0.1,31,18,0.2,21,0.8,30,73,46,14,0.07,0.08,0.6,0
518,Yellow,With chocolate frosting,1 piece,64,22,243,2,11,3.0,6.1,1.4,35,35,1.2,24,1.3,114,216,70,21,0.08,0.10,0.8,0
519,Yellow,With vanilla frosting,1 piece,64,22,239,2,9,1.5,3.9,3.3,35,38,0.2,40,0.7,34,220,40,12,0.06,0.04,0.3,0
520,Yellow,Cheesecake ( of 17-oz cake),1 piece,80,46,257,4,18,7.9,6.9,1.3,44,20,0.3,41,0.5,72,166,438,117,0.02,0.15,0.2,Tr
521,Yellow,Cheese flavor puffs or twists,1 oz,28,2,157,2,10,1.9,5.7,1.3,1,15,0.3,16,0.7,47,298,75,10,0.07,0.10,0.9,Tr
522,Yellow,CHEX mix 1 oz (about,cup),28,4,120,3,5,1.6,NA,NA,0,18,1.6,10,7.0,76,288,41,4,0.44,0.14,4.8,13
523,Cookies,"Butter, commercially prepared",1 cookie,5,5,23,Tr,1,0.6,0.3,Tr,6,3,Tr,1,0.1,6,18,34,8,0.02,0.02,0.2,0
524,Commercially prepared,Regular,1 cookie,10,4,48,1,2,0.7,1.2,0.2,0,7,0.3,3,0.3,14,32,Tr,0,0.02,0.03,0.3,0
525,Commercially prepared,Reduced fat,1 cookie,10,4,45,1,2,0.4,0.6,0.5,0,7,0.4,2,0.3,12,38,Tr,0,0.03,0.03,0.3,0
526,Commercially prepared,From refrigerated dough (spooned from roll),1 cookie,26,3,128,1,6,2.0,2.9,0.6,7,18,0.4,7,0.7,52,60,15,4,0.04,0.05,0.5,0
527,Commercially prepared,"Prepared from recipe, with margarine",1 cookie,16,6,78,1,5,1.3,1.7,1.3,5,9,0.4,6,0.4,36,58,102,26,0.03,0.03,0.2,Tr
528,Commercially prepared,"Devil’s food, commercially prepared, fat free",1 cookie,16,18,49,1,Tr,0.1,Tr,Tr,0,12,0.3,5,0.4,18,28,Tr,NA,0.01,0.03,0.2,Tr
